From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
2VC8	Q96F86	reviewed	EDC3_HUMAN	Enhancer of mRNA-decapping protein 3 (LSM16 homolog) (YjeF N-terminal domain-containing protein 2) (YjeF_N2) (hYjeF_N2) (YjeF domain-containing protein 1)	EDC3 LSM16 YJDC YJEFN2 PP844	Homo sapiens (Human)	508
4S36	Q9S581	unreviewed	Q9S581_PSEAI	Baseplate assembly protein V (Phage baseplate assembly protein V) (Phage-related baseplate assembly protein) (VR2 protein)	VR2 GUL26_17440 IPC737_32475 JTL35_003155 PA52Ts2_5703 PAERUG_P19_London_7_VIM_2_05_10_01890	Pseudomonas aeruginosa	185
3G85	Q97DC5	unreviewed	Q97DC5_CLOAB	Transcriptional regulator (LacI family)	CA_C3553	Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / LMG 5710 / VKM B-1787)	335
1WNA	Q5SI52	unreviewed	Q5SI52_THET8	Uncharacterized protein	TTHA1528	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	131
3JTZ	A0A0H2W4B7	unreviewed	A0A0H2W4B7_YERPE	DUF4102 domain-containing protein (Int protein) (Integrase) (Prophage integrase)	int2 int y2393 YP_1660 EGX46_09835	Yersinia pestis	420
3JTZ	Q9Z3B4	unreviewed	Q9Z3B4_YERPE	CP4-like integrase (Integrase)	int YPO1917	Yersinia pestis	420
6NDT	Q9RQB6	unreviewed	Q9RQB6_TREDN	Flagellar hook protein FlgE	flgE	Treponema denticola	463
2XNQ	P38996	reviewed	NAB3_YEAST	Nuclear polyadenylated RNA-binding protein 3	NAB3 HMD1 YPL190C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	802
4JIU	Q9V1Y2	unreviewed	Q9V1Y2_PYRAB	YgjP-like metallopeptidase domain-containing protein	PAB3079	Pyrococcus abyssi (strain GE5 / Orsay)	105
1S2O	P74325	unreviewed	P74325_SYNY3	sucrose-phosphate phosphatase (EC 3.1.3.24)	slr0953	Synechocystis sp. (strain PCC 6803 / Kazusa)	244
4H3T	C7LYW9	unreviewed	C7LYW9_ACIFD	CRISPR-associated protein, Cse1 family	Afer_0988	Acidimicrobium ferrooxidans (strain DSM 10331 / JCM 15462 / NBRC 103882 / ICP)	540
6FMC	O14786	reviewed	NRP1_HUMAN	Neuropilin-1 (Vascular endothelial cell growth factor 165 receptor) (CD antigen CD304)	NRP1 NRP VEGF165R	Homo sapiens (Human)	923
3UJC	Q6T755	unreviewed	Q6T755_PLAFA	Phosphoethanolamine N-methyltransferase	PMT	Plasmodium falciparum (malaria parasite P. falciparum)	266
5LDV	Q659I5	unreviewed	Q659I5_CAMJU	MOMP porin	momp	Campylobacter jejuni	427
5A61	P30871	reviewed	3PASE_ECOLI	Inorganic triphosphatase (PPPase) (EC 3.6.1.25) (ORFXE)	ygiF b3054 JW3026	Escherichia coli (strain K12)	433
4OSN	P13201	reviewed	GB_HCMVT	Envelope glycoprotein B (gB)	gB UL55	Human cytomegalovirus (strain Towne) (HHV-5) (Human herpesvirus 5)	907
3X30	Q9X0P5	reviewed	Y1162_THEMA	UPF0173 metal-dependent hydrolase TM_1162	TM_1162	Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8)	226
1A1X	P56278	reviewed	MTCP1_HUMAN	Protein p13 MTCP-1 (p13MTCP1) (Mature T-cell proliferation-1 type B1) (MTCP-1 type B1)	MTCP1 C6.1B	Homo sapiens (Human)	107
3S9J	A6KZ57	unreviewed	A6KZ57_PHOV8	DUF4221 domain-containing protein	BVU_1028	Phocaeicola vulgatus (strain ATCC 8482 / DSM 1447 / JCM 5826 / CCUG 4940 / NBRC 14291 / NCTC 11154) (Bacteroides vulgatus)	394
4YVO	Q940U6	reviewed	FLU_ARATH	Protein FLUORESCENT IN BLUE LIGHT, chloroplastic	FLU At3g14110 MAG2.7	Arabidopsis thaliana (Mouse-ear cress)	316
5B4Z	Q8NTB8	unreviewed	Q8NTB8_CORGL	ABC-type transporter, periplasmic component	Cgl0389	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	359
1IZM	P44882	reviewed	Y817_HAEIN	UPF0149 protein HI_0817	HI_0817	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	182
3VWC	D0EWJ0	unreviewed	D0EWJ0_COPCI	Serine protease inhibitor 1		Coprinopsis cinerea (Inky cap fungus) (Hormographiella aspergillata)	150
2P5Z	A0A0H2VBP9	unreviewed	A0A0H2VBP9_ECOL6	Type VI secretion system tip protein VgrG	c3393	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	824
6ISA	Q8K4F0	reviewed	CD226_MOUSE	CD226 antigen (Platelet and T-cell activation antigen 1) (CD antigen CD226)	Cd226 Pta1	Mus musculus (Mouse)	333
4BYZ	Q63JW5	unreviewed	Q63JW5_BURPS	Type IV pilus biosynthesis protein	pilO BPSS1599	Burkholderia pseudomallei (strain K96243)	432
5M7Y	Q8XNB2	unreviewed	Q8XNB2_CLOPE	Glycoside hydrolase family 125 protein	CPE0426	Clostridium perfringens (strain 13 / Type A)	427
5HLJ	Q80BF2	unreviewed	Q80BF2_9VIRU	VP24		White spot syndrome virus	208
3CLM	Q5F6E9	reviewed	TAL_NEIG1	Transaldolase (EC 2.2.1.2)	tal NGO1610	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	351
5B3P	Q56219	reviewed	NQO5_THET8	NADH-quinone oxidoreductase subunit 5 (EC 7.1.1.-) (NADH dehydrogenase I chain 5) (NDH-1 subunit 5)	nqo5 TTHA0086	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	207
4DPB	P00299	reviewed	PLAS1_POPNI	Plastocyanin A, chloroplastic (PCa)	PETE	Populus nigra (Lombardy poplar)	168
5YWZ	Q9D666	reviewed	SUN1_MOUSE	SUN domain-containing protein 1 (Protein unc-84 homolog A) (Sad1/unc-84 protein-like 1)	Sun1 Unc84a	Mus musculus (Mouse)	913
5WGX	L0E155	reviewed	MALA_MALAU	Flavin-dependent halogenase malA (EC 1.14.-.-) (Malbrancheamide biosynthesis cluster protein A)	malA	Malbranchea aurantiaca	667
2ETB	Q9WUD2	reviewed	TRPV2_RAT	Transient receptor potential cation channel subfamily V member 2 (TrpV2) (Osm-9-like TRP channel 2) (OTRPC2) (Stretch-activated channel 2B) (Vanilloid receptor-like protein 1) (VRL-1)	Trpv2 Sac2b Vrl1	Rattus norvegicus (Rat)	761
1WLJ	Q96AZ6	reviewed	ISG20_HUMAN	Interferon-stimulated gene 20 kDa protein (EC 3.1.13.1) (Estrogen-regulated transcript 45 protein) (Promyelocytic leukemia nuclear body-associated protein ISG20)	ISG20 HEM45	Homo sapiens (Human)	181
2Y6X	Q8DG60	reviewed	PSB27_THEVB	Photosystem II assembly factor lipoprotein Psb27 (Photosystem II 11 kDa protein)	psb27 tll2464	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	134
2RBC	A9CHQ7	unreviewed	A9CHQ7_AGRFC	Sugar kinase	Atu2509	Agrobacterium fabrum (strain C58 / ATCC 33970) (Agrobacterium tumefaciens (strain C58))	319
2V4X	P31622	reviewed	GAG_JSRV	Gag polyprotein (Core polyprotein) [Cleaved into: Matrix protein p10; Phosphorylated protein pp24; p12; Capsid protein p27; Nucleocapsid protein p14; p4]	gag	Sheep pulmonary adenomatosis virus (Jaagsiekte sheep retrovirus) (JSRV)	612
3X34	P00172	reviewed	CYB5_PIG	Cytochrome b5	CYB5A CYB5	Sus scrofa (Pig)	134
5GV0	P11438	reviewed	LAMP1_MOUSE	Lysosome-associated membrane glycoprotein 1 (LAMP-1) (Lysosome-associated membrane protein 1) (120 kDa lysosomal membrane glycoprotein) (CD107 antigen-like family member A) (LGP-120) (Lysosomal membrane glycoprotein A) (LGP-A) (P2B) (CD antigen CD107a)	Lamp1 Lamp-1	Mus musculus (Mouse)	406
1WHI	P04450	reviewed	RL14_GEOSE	Large ribosomal subunit protein uL14 (50S ribosomal protein L14)	rplN	Geobacillus stearothermophilus (Bacillus stearothermophilus)	122
5M5Z	G0S3N2	unreviewed	G0S3N2_CHATD	Exo-beta-1,3-glucanase-like protein	CTHT_0021860	Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) (Thermochaetoides thermophila)	786
1XV5	P04519	reviewed	GSTA_BPT4	DNA alpha-glucosyltransferase (AGT) (Alpha-GT) (EC 2.4.1.26)	agt	Enterobacteria phage T4 (Bacteriophage T4)	400
5TAB	Q9BVI0	reviewed	PHF20_HUMAN	PHD finger protein 20 (Glioma-expressed antigen 2) (Hepatocellular carcinoma-associated antigen 58) (Novel zinc finger protein) (Transcription factor TZP)	PHF20 C20orf104 GLEA2 HCA58 NZF TZP	Homo sapiens (Human)	1012
5SV5	A0A6L8PLB2	unreviewed	A0A6L8PLB2_BACAN	microbial collagenase (EC 3.4.24.3) (Microbial collagenase)	GBAA_0555	Bacillus anthracis	965
1G8A	O57811	reviewed	FLPA_PYRHO	Fibrillarin-like rRNA/tRNA 2'-O-methyltransferase (EC 2.1.1.-)	flpA PH0052	Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3)	227
4Q68	A7V5T8	unreviewed	A7V5T8_BACUC	DUF1460 domain-containing protein	BACUNI_02947	Bacteroides uniformis (strain ATCC 8492 / DSM 6597 / CCUG 4942 / CIP 103695 / JCM 5828 / KCTC 5204 / NCTC 13054 / VPI 0061)	262
2B0V	Q82XR9	unreviewed	Q82XR9_NITEU	Phosphatase NudJ (EC 3.6.1.-)	nudJ NE0184	Nitrosomonas europaea (strain ATCC 19718 / CIP 103999 / KCTC 2705 / NBRC 14298)	149
5LZN	Q80VC9	reviewed	CAMP3_MOUSE	Calmodulin-regulated spectrin-associated protein 3 (Marshalin) (Protein Nezha)	Camsap3 Kiaa1543	Mus musculus (Mouse)	1252
1MJ5	D4Z2G1	reviewed	LINB_SPHIU	Haloalkane dehalogenase (EC 3.8.1.5) (1,3,4,6-tetrachloro-1,4-cyclohexadiene halidohydrolase) (1,4-TCDN halidohydrolase)	linB SJA_C1-19590	Sphingobium indicum (strain DSM 16413 / CCM 7287 / MTCC 6362 / UT26 / NBRC 101211 / UT26S) (Sphingobium japonicum)	296
4H14	Q1HLC5	unreviewed	Q1HLC5_9BETC	Spike glycoprotein		Bovine coronavirus	893
6S2M	P02689	reviewed	MYP2_HUMAN	Myelin P2 protein (Peripheral myelin protein 2)	PMP2	Homo sapiens (Human)	132
2YZY	Q5SJJ6	unreviewed	Q5SJJ6_THET8	Outer membrane lipoprotein carrier protein LolA	TTHA1012	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	214
1UUY	Q39054	reviewed	CNX1_ARATH	Molybdopterin biosynthesis protein CNX1 (Molybdenum cofactor biosynthesis enzyme CNX1) [Includes: Molybdopterin molybdenumtransferase (MPT Mo-transferase) (EC 2.10.1.1) (Domain E); Molybdopterin adenylyltransferase (MPT adenylyltransferase) (EC 2.7.7.75) (Domain G)]	CNX1 At5g20990 F22D1.6 T10F18.20	Arabidopsis thaliana (Mouse-ear cress)	670
1V9F	P33643	reviewed	RLUD_ECOLI	Ribosomal large subunit pseudouridine synthase D (EC 5.4.99.23) (23S rRNA pseudouridine(1911/1915/1917) synthase) (rRNA pseudouridylate synthase D) (rRNA-uridine isomerase D)	rluD sfhB yfiI b2594 JW2576	Escherichia coli (strain K12)	326
2O9U	P02882	reviewed	MONB_DIOCU	Monellin chain B (Monellin chain II)		Dioscoreophyllum cumminsii (Serendipity berry) (Rhopalandria cumminsii)	50
3AMR	O31097	reviewed	PHYC_BACIU	3-phytase (EC 3.1.3.8) (Myo-inositol-hexaphosphate 3-phosphohydrolase) (Phytate 3-phosphatase)	phyC phyB13	Bacillus subtilis	383
4P53	H2K887	reviewed	VALA_STRHJ	2-epi-5-epi-valiolone synthase (EEVS) (EC 4.2.3.152) (Sedoheptulose 7-phosphate cyclase)	valA SHJG_0276	Streptomyces hygroscopicus subsp. jinggangensis (strain 5008)	414
4UOB	Q9RVU4	unreviewed	Q9RVU4_DEIRA	Endonuclease III, putative	DR_0928	Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / CCUG 27074 / LMG 4051 / NBRC 15346 / NCIMB 9279 / VKM B-1422 / R1)	338
1N93	P0C796	reviewed	NCAP_BDV1	Nucleoprotein (N protein) (Nucleocapsid protein) (p38) (p40)	N	Borna disease virus 1 (BoDV-1)	370
5D6E	P50579	reviewed	MAP2_HUMAN	Methionine aminopeptidase 2 (MAP 2) (MetAP 2) (EC 3.4.11.18) (Initiation factor 2-associated 67 kDa glycoprotein) (p67) (p67eIF2) (Peptidase M)	METAP2 MNPEP P67EIF2	Homo sapiens (Human)	478
2JG0	P13482	reviewed	TREA_ECOLI	Periplasmic trehalase (EC 3.2.1.28) (Alpha,alpha-trehalase) (Alpha,alpha-trehalose glucohydrolase) (Tre37A)	treA osmA b1197 JW1186	Escherichia coli (strain K12)	565
3CRV	Q4JC68	reviewed	XPD_SULAC	ATP-dependent DNA helicase Saci_0192 (EC 3.6.4.12)	Saci_0192	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	551
4OCI	N9UIU7	unreviewed	N9UIU7_ENTH1	Calmodulin, putative	EHI7A_088180	Entamoeba histolytica HM-1:IMSS-A	144
3DB7	Q8A994	unreviewed	Q8A994_BACTN	Periplasmic protein	BT_0923	Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 / CCUG 10774 / NCTC 10582 / VPI-5482 / E50)	145
3M4I	P9WG45	reviewed	GYRB_MYCTU	DNA gyrase subunit B (EC 5.6.2.2)	gyrB Rv0005 MTCY10H4.03	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	675
5CZY	Q5ZUS4	unreviewed	Q5ZUS4_LEGPH	Eukaryotic huntingtin interacting protein B	legAS4 lpg1718	Legionella pneumophila subsp. pneumophila (strain Philadelphia 1 / ATCC 33152 / DSM 7513)	545
6MU0	P47636	reviewed	RPIB_MYCGE	Probable ribose-5-phosphate isomerase B (EC 5.3.1.6) (Phosphoriboisomerase B)	rpiB MG396	Mycoplasma genitalium (strain ATCC 33530 / DSM 19775 / NCTC 10195 / G37) (Mycoplasmoides genitalium)	152
1Y8A	O28835	unreviewed	O28835_ARCFU	HAD family hydrolase	AF_1437	Archaeoglobus fulgidus (strain ATCC 49558 / DSM 4304 / JCM 9628 / NBRC 100126 / VC-16)	308
4HHJ	Q6YMS4	reviewed	POLG_DEN3S	Genome polyprotein [Cleaved into: Capsid protein C (Core protein); Protein prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (Non-structural protein 5)]	pol	Dengue virus type 3 (strain Sri Lanka/1266/2000) (DENV-3)	3390
4G08	P35672	reviewed	SCTC1_SALTY	SPI-1 type 3 secretion system secretin (T3SS-1 secretin) (Protein InvG)	sctC1 invG STM2898	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	562
6EWH	I3K8D3	unreviewed	I3K8D3_ORENI	Centrosomal protein 120	cep120	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	995
3LAA	Q3JLD6	unreviewed	Q3JLD6_BURP1	Haemagluttinin family protein	xadA BURPS1710b_A0459	Burkholderia pseudomallei (strain 1710b)	2757
1D2S	P04278	reviewed	SHBG_HUMAN	Sex hormone-binding globulin (SHBG) (Sex steroid-binding protein) (SBP) (Testis-specific androgen-binding protein) (ABP) (Testosterone-estradiol-binding globulin) (TeBG) (Testosterone-estrogen-binding globulin)	SHBG	Homo sapiens (Human)	402
1ALU	P05231	reviewed	IL6_HUMAN	Interleukin-6 (IL-6) (B-cell stimulatory factor 2) (BSF-2) (CTL differentiation factor) (CDF) (Hybridoma growth factor) (Interferon beta-2) (IFN-beta-2)	IL6 IFNB2	Homo sapiens (Human)	212
1SZ7	O43617	reviewed	TPPC3_HUMAN	Trafficking protein particle complex subunit 3 (BET3 homolog)	TRAPPC3 BET3 CDABP0066	Homo sapiens (Human)	180
2Q0Y	Q470Y2	unreviewed	Q470Y2_CUPPJ	GCN5-related N-acetyltransferase	Reut_A1686	Cupriavidus pinatubonensis (strain JMP 134 / LMG 1197) (Cupriavidus necator (strain JMP 134))	152
4LQZ	A0A0H3JZY6	unreviewed	A0A0H3JZY6_STAAM	DUF4909 domain-containing protein	SAV1798	Staphylococcus aureus (strain Mu50 / ATCC 700699)	160
2Q88	Q92WC8	unreviewed	Q92WC8_RHIME	Cystine-binding periplasmic protein	ehuB SM_b20428	Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)	283
3SC7	O94220	reviewed	INU2_ASPFI	Extracellular endo-inulinase inu2 (EC 3.2.1.7) (2,1-beta-D-fructanfructanohydrolase) (Inulase)	inu2	Aspergillus ficuum	516
4EFI	Q13SV4	unreviewed	Q13SV4_PARXL	3-oxoacyl-(Acyl-carrier protein) synthase (EC 2.3.1.41)	Bxe_A0096	Paraburkholderia xenovorans (strain LB400)	354
4AEQ	P18002	reviewed	IMMM_ECOLX	Colicin-M immunity protein (Microcin-M immunity protein)	cmi	Escherichia coli	141
6GVD	G4FEF4	reviewed	AGAL_THEMA	Alpha-galactosidase (EC 3.2.1.22) (Melibiase)	galA TM_1192 Tmari_1199	Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8)	552
3EXN	Q5SLW7	unreviewed	Q5SLW7_THET8	Probable acetyltransferase	TTHA0176	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	157
1TUK	P82900	reviewed	NLT2G_WHEAT	Non-specific lipid-transfer protein 2G (LTP2G) (7 kDa lipid transfer protein 1) (Lipid transfer protein 2 isoform 1) (LTP2-1)		Triticum aestivum (Wheat)	96
4L9B	D3W0F1	unreviewed	D3W0F1_9CAUD	Putative phage structural protein		Lactococcus phage 1358	393
2FL4	Q836M4	unreviewed	Q836M4_ENTFA	Spermine/spermidine acetyltransferase, putative	EF_1086	Enterococcus faecalis (strain ATCC 700802 / V583)	148
3L5I	P40189	reviewed	IL6RB_HUMAN	Interleukin-6 receptor subunit beta (IL-6 receptor subunit beta) (IL-6R subunit beta) (IL-6R-beta) (IL-6RB) (CDw130) (Interleukin-6 signal transducer) (Membrane glycoprotein 130) (gp130) (Oncostatin-M receptor subunit alpha) (CD antigen CD130)	IL6ST	Homo sapiens (Human)	918
4PED	Q8NI60	reviewed	COQ8A_HUMAN	Atypical kinase COQ8A, mitochondrial (EC 2.7.-.-) (Chaperone activity of bc1 complex-like) (Chaperone-ABC1-like) (Coenzyme Q protein 8A) (aarF domain-containing protein kinase 3)	COQ8A ADCK3 CABC1 PP265	Homo sapiens (Human)	647
2OZG	Q3M362	unreviewed	Q3M362_TRIV2	GCN5-related N-acetyltransferase	Ava_4977	Trichormus variabilis (strain ATCC 29413 / PCC 7937) (Anabaena variabilis)	395
4HTG	Q43316	reviewed	HEM3_ARATH	Porphobilinogen deaminase, chloroplastic (PBG) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase) (Protein RUGOSA1)	HEMC RUG1 At5g08280 F8L15_10	Arabidopsis thaliana (Mouse-ear cress)	382
4Y25	P69434	reviewed	PGAA_ECOLI	Poly-beta-1,6-N-acetyl-D-glucosamine export protein (PGA export protein) (Poly-beta-1,6-GlcNAc export protein)	pgaA ycdS b1024 JW1010	Escherichia coli (strain K12)	807
2Q4W	Q9FUJ1	reviewed	CKX7_ARATH	Cytokinin dehydrogenase 7 (EC 1.5.99.12) (Cytokinin oxidase 7) (AtCKX5) (AtCKX7) (CKO7)	CKX7 CKX5 At5g21482 F13M11	Arabidopsis thaliana (Mouse-ear cress)	524
2QKD	Q62384	reviewed	ZPR1_MOUSE	Zinc finger protein ZPR1 (Zinc finger protein 259)	Zpr1 Zfp259 Znf259	Mus musculus (Mouse)	459
3C7X	P50281	reviewed	MMP14_HUMAN	Matrix metalloproteinase-14 (MMP-14) (EC 3.4.24.80) (MMP-X1) (Membrane-type matrix metalloproteinase 1) (MT-MMP 1) (MTMMP1) (Membrane-type-1 matrix metalloproteinase) (MT1-MMP) (MT1MMP)	MMP14	Homo sapiens (Human)	582
3VC5	D6Y7Y6	unreviewed	D6Y7Y6_THEBD	Mandelate racemase/muconate lactonizing protein	Tbis_1083	Thermobispora bispora (strain ATCC 19993 / DSM 43833 / CBS 139.67 / JCM 10125 / KCTC 9307 / NBRC 14880 / R51)	419
2XVS	Q8N0Z6	reviewed	TTC5_HUMAN	Tetratricopeptide repeat protein 5 (TPR repeat protein 5) (Stress-responsive activator of p300) (Protein Strap)	TTC5	Homo sapiens (Human)	440
5D88	Q8TWX5	unreviewed	Q8TWX5_METKA	Predicted protease of the collagenase family	MK0906	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	234
4WPE	Q05080	reviewed	CYK2_YEAST	Cytokinesis protein 2 (Homolog of CDC15 protein 1)	HOF1 CYK2 YMR032W YM9973.05	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	669
4DTH	A0A0H3AIG7	reviewed	VGRG1_VIBC3	Actin cross-linking toxin VgrG1 (EC 6.3.2.-)	vgrG1 vgrG-1 VC0395_A1026	Vibrio cholerae serotype O1 (strain ATCC 39541 / Classical Ogawa 395 / O395)	1095
6I8Y	Q9Y657	reviewed	SPIN1_HUMAN	Spindlin-1 (Ovarian cancer-related protein) (Spindlin1)	SPIN1 OCR SPIN	Homo sapiens (Human)	262
3H79	Q4DV70	unreviewed	Q4DV70_TRYCC	Thioredoxin domain-containing protein	Tc00.1047053508173.160	Trypanosoma cruzi (strain CL Brener)	153
4MWI	Q8NB16	reviewed	MLKL_HUMAN	Mixed lineage kinase domain-like protein (hMLKL)	MLKL	Homo sapiens (Human)	471
4XWH	P54802	reviewed	ANAG_HUMAN	Alpha-N-acetylglucosaminidase (EC 3.2.1.50) (N-acetyl-alpha-glucosaminidase) (NAG) [Cleaved into: Alpha-N-acetylglucosaminidase 82 kDa form; Alpha-N-acetylglucosaminidase 77 kDa form]	NAGLU UFHSD1	Homo sapiens (Human)	743
1HLB	P80018	reviewed	GLBC_MOLAR	Globin C, coelomic		Molpadia arenicola (Sea cucumber) (Caudina arenicola)	159
1G41	P43773	reviewed	HSLU_HAEIN	ATP-dependent protease ATPase subunit HslU (Unfoldase HslU)	hslU HI_0497	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	444
4JS1	P15907	reviewed	SIAT1_HUMAN	Beta-galactoside alpha-2,6-sialyltransferase 1 (Alpha 2,6-ST 1) (EC 2.4.3.1) (B-cell antigen CD75) (CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,6-sialyltransferase 1) (ST6Gal I) (ST6GalI) (Sialyltransferase 1)	ST6GAL1 SIAT1	Homo sapiens (Human)	406
1SAZ	Q9X278	reviewed	BUK2_THEMA	Probable butyrate kinase 2 (BK 2) (EC 2.7.2.7) (Branched-chain carboxylic acid kinase 2)	buk2 TM_1756	Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8)	375
3DXP	Q473P7	unreviewed	Q473P7_CUPPJ	Aminoglycoside phosphotransferase	Reut_A1007	Cupriavidus pinatubonensis (strain JMP 134 / LMG 1197) (Cupriavidus necator (strain JMP 134))	358
4MKX	A5YBJ8	unreviewed	A5YBJ8_LACCA	Inositol dehydrogenase	iolG2	Lactobacillus casei	350
6ANZ	B4RQJ2	unreviewed	B4RQJ2_NEIG2	Uncharacterized protein	NGK_1889	Neisseria gonorrhoeae (strain NCCP11945)	138
1B89	P49951	reviewed	CLH1_BOVIN	Clathrin heavy chain 1	CLTC	Bos taurus (Bovine)	1675
1VAJ	O57770	reviewed	Y010_PYRHO	Protein PH0010	PH0010	Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3)	206
3SX6	B7JBP8	reviewed	SQRD_ACIF2	Sulfide-quinone reductase (SQR) (EC 1.8.5.4) (Sulfide:quinone oxidoreductase)	AFE_1792	Acidithiobacillus ferrooxidans (strain ATCC 23270 / DSM 14882 / CIP 104768 / NCIMB 8455) (Ferrobacillus ferrooxidans (strain ATCC 23270))	434
2QGM	Q81BF7	unreviewed	Q81BF7_BACCR	Succinoglycan biosynthesis protein	BC_3205	Bacillus cereus (strain ATCC 14579 / DSM 31 / CCUG 7414 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NCTC 2599 / NRRL B-3711)	445
5VD8	P30291	reviewed	WEE1_HUMAN	Wee1-like protein kinase (WEE1hu) (EC 2.7.10.2) (Wee1A kinase)	WEE1	Homo sapiens (Human)	646
2CG7	P02751	reviewed	FINC_HUMAN	Fibronectin (FN) (Cold-insoluble globulin) (CIG) [Cleaved into: Anastellin; Ugl-Y1; Ugl-Y2; Ugl-Y3]	FN1 FN	Homo sapiens (Human)	2477
2CXY	Q8NFD5	reviewed	ARI1B_HUMAN	AT-rich interactive domain-containing protein 1B (ARID domain-containing protein 1B) (BRG1-associated factor 250b) (BAF250B) (BRG1-binding protein hELD/OSA1) (Osa homolog 2) (hOsa2) (p250R)	ARID1B BAF250B DAN15 KIAA1235 OSA2	Homo sapiens (Human)	2319
6FUL	O15550	reviewed	KDM6A_HUMAN	Lysine-specific demethylase 6A (EC 1.14.11.68) (Histone demethylase UTX) (Ubiquitously-transcribed TPR protein on the X chromosome) (Ubiquitously-transcribed X chromosome tetratricopeptide repeat protein) ([histone H3]-trimethyl-L-lysine(27) demethylase 6A)	KDM6A UTX	Homo sapiens (Human)	1401
3CGX	Q30Y26	unreviewed	Q30Y26_OLEA2	Glycosyltransferase	Dde_2624	Oleidesulfovibrio alaskensis (strain ATCC BAA-1058 / DSM 17464 / G20) (Desulfovibrio alaskensis)	243
3QZX	Q8TLY9	unreviewed	Q8TLY9_METAC	Globin-sensor domain-containing protein	MA_2883	Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A)	195
4GT8	Q7A2Q0	reviewed	VRAS_STAAM	Sensor protein VraS (EC 2.7.13.3)	vraS SAV1885	Staphylococcus aureus (strain Mu50 / ATCC 700699)	347
1J27	Q84BR1	unreviewed	Q84BR1_THETH	DUF503 domain-containing protein	TthAA229_05870 TthHB5018_05650 TTMY_0869	Thermus thermophilus	102
4U98	A1TH50	reviewed	MAK_MYCVP	Maltokinase (MaK) (EC 2.7.1.175) (Maltose-1-phosphate synthase)	mak Mvan_5735	Mycolicibacterium vanbaalenii (strain DSM 7251 / JCM 13017 / BCRC 16820 / KCTC 9966 / NRRL B-24157 / PYR-1) (Mycobacterium vanbaalenii)	441
1HK8	P07071	reviewed	NRDD_BPT4	Anaerobic ribonucleoside-triphosphate reductase (EC 1.1.98.6) (Class III ribonucleoside-triphosphate reductase)	nrdD 49.1 55.11/55.13 SUNY	Enterobacteria phage T4 (Bacteriophage T4)	605
